favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str 
2126,Twitter for iPhone,b'President Trump has spent the past three years breaking promises and taking our country backwards by embracing hate\xe2\x80\xa6 https://t.co/JWOpRoW53e',,False,Tue Jan 28 22:56:38 +0000 2020,465,b'1222292425772863492'
3672,Twitter Web App,"b""Thank you everyone for your kind and supportive words. I really didn't want to make anyone panic. I just want you t\xe2\x80\xa6 https://t.co/Hp0res2vJZ""",ramtinarablouei,False,Fri Mar 13 20:19:40 +0000 2020,165,b'1238560378096955392'
1097,Hootsuite Inc.,"b'Mar 10, 2010: 10 years ago, Corey Haim died at the age of 38. #RIP https://t.co/J38VOBD6sk'",,False,Tue Mar 10 13:05:06 +0000 2020,251,b'1237363852960059393'
961,Twitter for iPad,"b'Resident dies in Rep. Matt Gaetz\xe2\x80\x99s district, days after congressman made light of epidemic with massive gas mask\xe2\x80\xa6 https://t.co/iz1uVOf6dl'",,False,Sat Mar 07 16:28:06 +0000 2020,670,b'1236327776355061760'
647,Twitter for iPhone,b'Corona virus is basically the flu. Is every flu season a pandemic?  There are literally millions and millions of ac\xe2\x80\xa6 https://t.co/AAVA1kSE8a',,False,Thu Feb 27 16:33:09 +0000 2020,67,b'1233067556979671040'
11169,Twitter Media Studio,b'No person in America should ever have to go to work sick so they can feed their babies or pay rent. We need to guar\xe2\x80\xa6 https://t.co/E0lmS9KPjO',,False,Thu Mar 12 23:13:55 +0000 2020,2624,b'1238241843017629697'
542,Twitter Web App,b'24 hours until I enter a world of pain. 3wk training block. 12 runs total (give or take). 3 track sessions (they hu\xe2\x80\xa6 https://t.co/LeEcfXsMxS',,False,Thu Jan 30 23:38:55 +0000 2020,4,b'1223027845133262848'
496,Twitter for iPhone,b'They say never meet your heroes but Noam Chomsky never disappoints.\n\n1 comment that stuck out was idea that while U\xe2\x80\xa6 https://t.co/3gdzQoVp9c',,False,Thu Jan 30 21:09:16 +0000 2020,111,b'1222990185475919872'
821,Twitter for Android,b'This is how the screening for the #CoronaVirus is happening at the Delhi Airport (pic via whatsapp)\n\nThere is more\xe2\x80\xa6 https://t.co/dzBBf0YY4h',,False,Mon Mar 09 15:37:17 +0000 2020,412,b'1237039762717855744'
106,Twitter for Android,"b'A sad, sad little man with delusions of grandeur. Views himself as a far more important personality than he actuall\xe2\x80\xa6 https://t.co/0g5Brocwmm'",,False,Mon Mar 09 07:04:51 +0000 2020,3,b'1236910805590786048'
9645,Twitter Web App,"b'CDC abruptly postpones coronavirus press briefing:\n\n\xf0\x9f\x91\x89\xf0\x9f\x91\x89""The CDC today also removed information on its website that d\xe2\x80\xa6 https://t.co/c4c1n0mNsg'",,False,Mon Mar 02 22:46:09 +0000 2020,5389,b'1234610978089816065'
724,Twitter for Android,b'Look at these couple of losers failing to force-heal like my perfect Rey. https://t.co/3C7o3nuLU4',,False,Mon Mar 09 15:22:23 +0000 2020,106,b'1237036014192996353'
1857,Twitter Web App,b'.@WHO has named the  #covid19 outbreak a \xe2\x80\x9cpandemic.\xe2\x80\x9d \n \nOur host and WHO Goodwill Ambassador @jameschau dives into\xe2\x80\xa6 https://t.co/nXdwmvgLzf',,False,Fri Mar 13 16:04:35 +0000 2020,786,b'1238496185440178178'
572,Twitter Web App,"b""How about tomorrow night we all watch a movie online together? Something terribly made and ultimately funny we'll h\xe2\x80\xa6 https://t.co/2kmBCHoFDr""",,False,Fri Mar 13 14:15:51 +0000 2020,31,b'1238468822048399361'
2677,Twitter for iPhone,b'Proud to be Somali. Proud to be African. Proud to be British. https://t.co/VY41Kz9y4j',,False,Mon Mar 09 18:24:24 +0000 2020,363,b'1237081819675328517'
1300,Twitter for iPhone,b'Garfield from @StrayCatsWM has had his leg amputation surgery today. He\xe2\x80\x99s recovering well and we\xe2\x80\x99re confident that\xe2\x80\xa6 https://t.co/fJF5yQk6vU',,False,Tue Mar 10 16:38:58 +0000 2020,121,b'1237417675380359168'
1487,Twitter Web Client,b'gentle reminder!!! please be very kind and patient to the retail/grocery/food workers during this  time :) times li\xe2\x80\xa6 https://t.co/INKKPA29gV',,False,Fri Mar 13 16:19:26 +0000 2020,322,b'1238499923617886208'
468,Twitter Web App,"b""Exactly. Cui bono? #FollowTheMoney - Kirk's extremist GOP donors want 50 million immigrants in 10 yrs + full-scale\xe2\x80\xa6 https://t.co/SSx0Hk8rUk""",,False,Thu Mar 12 23:48:09 +0000 2020,133,b'1238250458701008896'
5890,Twitter Web Client,b'If You #GoogleBernie you will likely not see any stories about the multiple staffers who have now been exposed by\xe2\x80\xa6 https://t.co/dOu7DfJMrO',,False,Tue Jan 28 23:01:42 +0000 2020,1590,b'1222293704016388097'
25932,Twitter for iPhone,b'Suicide is killing more people than Coronavirus. How about we all stock up on smiling at strangers instead?',,False,Sat Mar 07 17:47:35 +0000 2020,5252,b'1236347780169371650'
834,Twitter for Android,"b""Sajid Javid abandons his pre election pledge to end austerity. He's demanding plans from all government departments\xe2\x80\xa6 https://t.co/vDiVkbK6Ab""",,False,Wed Jan 29 22:58:15 +0000 2020,485,b'1222655220334895105'
778,Twitter Web App,b'Who could have known a shitty game show host would make a shitty president? #WorstPresidentInHistory https://t.co/aBCORbcOWh',,False,Wed Mar 11 21:28:49 +0000 2020,180,b'1237853007934451714'
10093,Twitter Web App,b'The last thing struggling workers should have to worry about during the coronavirus outbreak is falling behind on t\xe2\x80\xa6 https://t.co/F5XMNOMZxT',SenWarren,False,Fri Mar 13 15:57:18 +0000 2020,2169,b'1238494351665356801'
3060,Twitter for iPhone,b'This dude\xe2\x80\x99s nickname at Whole Foods is COVID.  https://t.co/QNI0WhknJz',,False,Sun Mar 01 03:40:24 +0000 2020,1638,b'1233960252414058497'
283,Twitter Web App,"b""I love making fan art for books, so thought I'd do a giveaway for #WorldBookDay!\n\nWinner gets 5xA4 prints of their\xe2\x80\xa6 https://t.co/Y0Hb5mltLj""",,False,Wed Feb 26 17:37:19 +0000 2020,198,b'1232721318744928256'
3569,Twitter for iPhone,b'The reaction to the Joe Rogan endorsement is a perfect encapsulation of why progressives will probably lose this election.',,False,Sat Jan 25 19:43:09 +0000 2020,268,b'1221156571830317056'
2862,Twitter for iPad,b'Very pleased to see that @Macquarie_Uni VC has announced that casual staff who are required to self-isolate/quarant\xe2\x80\xa6 https://t.co/s7oG3sfLGs',,False,Mon Mar 09 09:09:58 +0000 2020,543,b'1236942293019422721'
66435,Twitter for iPhone,b'Coronavirus? Who\xe2\x80\x99s afraid? https://t.co/nNIxVwwGLB',,False,Fri Mar 06 13:23:45 +0000 2020,11570,b'1235918997247442944'
51815,Twitter for iPhone,"b""I still can't believe the President\xe2\x80\x99s lawyer tried to convince the United States Senate that foreign election interference isn\xe2\x80\x99t a crime.""",,False,Thu Jan 30 13:49:19 +0000 2020,12662,b'1222879467577716736'
6673,Twitter for iPad,"b'Not just anyone can pull off these bad boys, but I kinda feel  I can \xf0\x9f\x98\x89 https://t.co/CsnBZxyPbj'",,False,Wed Feb 26 02:22:46 +0000 2020,232,b'1232491164202176512'
1520,Sprout Social,"b'In response to a proposal for harsher extradition laws to China, Hong Kong citizens staged dramatic protests that c\xe2\x80\xa6 https://t.co/eaJJxFJhgT'",,False,Mon Mar 09 11:00:11 +0000 2020,1526,b'1236970031088578561'
854,Twitter for iPad,"b'I know #Coronavirus is spreading outside of China, but total active cases are still falling.  Active cases are the\xe2\x80\xa6 https://t.co/z8ixk8K7XE'",,False,Sat Feb 29 23:49:36 +0000 2020,343,b'1233902170535317506'
1116,Twitter Web App,"b'Today, Israeli Arabs can do what NO OTHER Arab citizens in the Middle East get the opportunity to do.\n\nThey can wal\xe2\x80\xa6 https://t.co/cU5b4t5e7J'",,False,Mon Mar 02 11:53:41 +0000 2020,394,b'1234446778331795459'
1338,Sprout Social,b'House Democrats are fighting this crisis HEAD ON. \n\n#FamiliesFirst will:\n\xf0\x9f\x8f\xa5Establish FREE coronavirus tests\n\xf0\x9f\x92\xb5Strengt\xe2\x80\xa6 https://t.co/sj1ONrwOwx',,False,Thu Mar 12 21:45:02 +0000 2020,455,b'1238219477059330049'
854,SnapStream TV Search,"b'Joy Reid in disbelief as Trump supporter calls coronavirus a ""hoax"" that no one has actually died from. #ctl #p2\xe2\x80\xa6 https://t.co/sdSsJLLxBc'",,False,Sat Mar 07 16:31:51 +0000 2020,594,b'1236328720299933696'
100,Twitter for iPhone,b'So I feel really hot and sweaty and my heads thumping .... found this mosquito bite on my leg this morning ... \xf0\x9f\xa6\x9f\xf0\x9f\x98\xad https://t.co/1qertDJYdY',,False,Sat Feb 29 08:55:21 +0000 2020,3,b'1233677123379793920'
650,Twitter for iPhone,b'the greatest contenders #haikyuu \n\nfinally finished! this hurt my pens but yes i drew osamu in.. inarizaki didnt fe\xe2\x80\xa6 https://t.co/x7RGGi9q4H',,False,Mon Mar 02 17:16:09 +0000 2020,194,b'1234527929041768463'
749,Twitter Web App,"b'So Dr. Fauci not only admits honestly that we are failing on testing, but doing worse than other countries.  Ugh. N\xe2\x80\xa6 https://t.co/jegUDsoISA'",,False,Thu Mar 12 17:11:41 +0000 2020,328,b'1238150684282736640'
152,Twitter for iPhone,"b'Totally forgot about Knewz, which News Corp is apparently launching today. \xe2\x80\x9cNews will be transformed by Knewz,\xe2\x80\x9d the\xe2\x80\xa6 https://t.co/GiKZvJL1hu'",,False,Wed Jan 29 15:12:02 +0000 2020,29,b'1222537893085949952'
1943,Twitter for iPhone,b'America\xe2\x80\x99s Greatest President is trending.\n\nGlad people are remembering and honoring President Obama.',,False,Sat Feb 01 17:24:12 +0000 2020,282,b'1223658317479759872'
1835,Twitter for iPhone,b'Sounds like the guy got the  point. The virus isn\xe2\x80\x99t a hoax. The Democrats\xe2\x80\x99 exploitation of the virus for political\xe2\x80\xa6 https://t.co/GigSBBHhao',,False,Mon Mar 02 21:46:11 +0000 2020,408,b'1234595886853955589'
8869,Twitter for iPhone,b'The time @AngelaKinsey hit Phyllis in the face with @SteveCarell \xe2\x80\x98s Golden Globe. Full story in today\xe2\x80\x99s episode of\xe2\x80\xa6 https://t.co/THHLBlM4bR',,False,Thu Mar 12 00:53:35 +0000 2020,429,b'1237904536938745856'
1084,TweetDeck,"b'Trump, signing the $8.3B coronavirus bill w/Azar standing over him, was asked why he canceled his trip to CDC.\n\nAza\xe2\x80\xa6 https://t.co/Aqk6TraHGR'",,False,Fri Mar 06 14:31:41 +0000 2020,444,b'1235936090013474821'
647,Twitter Web Client,"b'Fearful their tax cuts are in jeopardy, wealthy Koch donors plan to spend big to hold GOP Senate Majority in 2020 -\xe2\x80\xa6 https://t.co/asPa4IIew6'",,False,Tue Jan 28 22:24:26 +0000 2020,643,b'1222284326244638720'
50,Twitter for iPhone,b'ITS MY 20TH BIRTHDAY!! https://t.co/xBhqdwE7u5',,False,Sun Feb 02 23:38:03 +0000 2020,1,b'1224114787753263104'
4568,Twitter for iPhone,b'Trump thinks #COVID\xe3\x83\xbc19 is causing the stock market to drop.\n\nIt\xe2\x80\x99s not. \n\nWhat\xe2\x80\x99s causing it to drop is that there\xe2\x80\x99s\xe2\x80\xa6 https://t.co/m4JdkYuxpT',,False,Fri Feb 28 02:38:47 +0000 2020,1296,b'1233219969770512384'
871,Twitter Web App,"b'Wait, why is #cornoravirus trending, I\'m 100% sure it\'s spelled ""coronavirus"" \xf0\x9f\xa4\x94 https://t.co/IuqMgwljSS'",,False,Sun Mar 08 00:54:17 +0000 2020,93,b'1236455163897970691'
2463,Twitter for iPhone,b'Having a mental illness but being someone who functions well in life is hard because you constantly have to put up\xe2\x80\xa6 https://t.co/mGSn9kYl81',,False,Tue Mar 03 17:37:47 +0000 2020,691,b'1234895761416114178'
2067,Twitter for Android,"b'There are about 10,000 doctor vacancies and 43,000 nurse vacancies in the NHS.  This is not a problem that will be\xe2\x80\xa6 https://t.co/P2mr2Wf3Jh'",,False,Sun Mar 08 06:53:40 +0000 2020,1034,b'1236545605108932609'
34792,TweetDeck,"b'Sources: The NBA has sent a memo to its franchises explaining that, due to coronavirus outbreak, teams should be pr\xe2\x80\xa6 https://t.co/VKbPUXj8iq'",,False,Sat Mar 07 02:51:20 +0000 2020,8557,b'1236122231656378373'
263,Twitter for Android,b'They suspended Mr Ali Gire for sounding the alarm of a possible #CoronaVirusUpdates after the Chinese airplane land\xe2\x80\xa6 https://t.co/15avTDclJw',,False,Thu Feb 27 21:27:27 +0000 2020,183,b'1233141619140046863'
92,Twitter Web App,"b'Hey #WritingCommunity,\nWhat is your favourite fantasy series?\n(Books, TV shows, films, or even games!)\n\nIf your fav\xe2\x80\xa6 https://t.co/W1n2PRhcaG'",,False,Mon Jan 27 11:23:56 +0000 2020,26,b'1221755714252812288'
55502,Twitter for iPhone,b'Birthday girl\xf0\x9f\xa5\xb0\xe2\x9d\xa4\xef\xb8\x8f  @jeorella__ https://t.co/qtldCSJPfr',,False,Mon Feb 03 06:20:52 +0000 2020,5255,b'1224216161010757632'
1252,Twitter Web App,b'Uganda has a successful track record in limiting outbreaks through effective public campaigns - will it work for Co\xe2\x80\xa6 https://t.co/m0WhcmouA9',,False,Fri Mar 06 13:18:22 +0000 2020,613,b'1235917642088751104'
3592,Twitter Web App,b'A Youtuber who recently made a racist remark regarding BTS by relating them to Corona virus will now be making a vi\xe2\x80\xa6 https://t.co/DgYkJSqyBP',,False,Mon Mar 09 17:24:52 +0000 2020,2435,b'1237066837294231558'
4193,Twitter Web App,b'The Press Secretary says that what President Trump \xe2\x80\x9ccares about is taxpayer money\xe2\x80\x9d and making sure \xe2\x80\x9cthere is no cor\xe2\x80\xa6 https://t.co/Rm93p6lVRa',,False,Tue Jan 28 20:16:55 +0000 2020,1731,b'1222252235138224128'
2373,Twitter Web App,"b'A few hours after the GOP literally threw a stick of dynamite into the heart of our constitutional democracy, we se\xe2\x80\xa6 https://t.co/HDsKBOAUk5'",,False,Sat Feb 01 07:09:04 +0000 2020,1066,b'1223503516322238465'
357,Twitter for Android,b'Received a citation from The honorable governor of #Jharkhand as the three best District Election Officer for the L\xe2\x80\xa6 https://t.co/tfgj6IDkQ5',,False,Sat Jan 25 09:42:56 +0000 2020,38,b'1221005524474327040'
52513,Twitter for Android,"b""I want my man to know that if he feel like he don't have nobody else, that he have me, he can confide in me, not to\xe2\x80\xa6 https://t.co/sCDpsKS6gz""",,False,Sat Feb 29 01:29:23 +0000 2020,23952,b'1233564892105449473'
2582,Twitter for Android,"b'David Jason is 80 today, Happy Birthday David \xf0\x9f\x8e\x82\xf0\x9f\x8e\x89 https://t.co/iPgaLz5rzp'",,False,Sun Feb 02 06:28:32 +0000 2020,376,b'1223855703770763265'
1618,Twitter Web App,b'@MysterySolvent A friend of mine was filming a show spot at a Trump rally and said the loudspeakers repeat things l\xe2\x80\xa6 https://t.co/Y6XllzuYNy',MysterySolvent,False,Tue Jan 28 21:39:35 +0000 2020,603,b'1222273039317884928'
476,Twitter for Android,"b'Adrienne Posta is 71 today, Happy Birthday Adrienne \xf0\x9f\x8e\x82\xf0\x9f\x8e\x89 https://t.co/NACZgxouV9'",,False,Wed Mar 04 14:21:52 +0000 2020,40,b'1235208844986417154'
7674,Twitter Web App,"b'NBA team doctors and trainers will have a conference call on Monday morning to discuss next steps with coronavirus,\xe2\x80\xa6 https://t.co/pXsoZXDMpb'",,False,Sun Mar 08 00:25:57 +0000 2020,969,b'1236448032398299137'
2808,Twitter for iPhone,b'Masturbation is addictive I know that personally I\xe2\x80\x99m a recovering addict\xf0\x9f\xa5\xba it\xe2\x80\x99s been two year since I have been clea\xe2\x80\xa6 https://t.co/ASD5NOT33J',,False,Tue Mar 10 18:31:08 +0000 2020,469,b'1237445903881043969'
3938,Twitter for iPhone,b'Secret\xe2\x80\x99s out: Meet the newest BENCH/babe\xe2\x80\x94 Francine Diaz #BENCHEveryday https://t.co/DyHptZBJ0A',,False,Sat Mar 14 05:11:14 +0000 2020,388,b'1238694154844028929'
1717,Twitter for iPhone,"b'#WAState Voters\xf0\x9f\x9a\xa8\n\n47,000 ballots have been rejected bc voters are failing to check a party declaration box on the o\xe2\x80\xa6 https://t.co/M4v1RCQNjj'",,False,Sun Mar 08 13:48:51 +0000 2020,2314,b'1236650086991417349'
3384,Twitter for Android,"b""Some people who recover from the coronavirus might be left with '20 to 30%' less lung function, and gasping for bre\xe2\x80\xa6 https://t.co/bTmFQqGC6p""",,False,Sun Mar 15 18:58:22 +0000 2020,2816,b'1239264697473478657'
3188,Twitter for iPad,b'President @realDonaldTrump has a lot more to brag about in his #SuperBowl political ad other than commuting the sen\xe2\x80\xa6 https://t.co/iCTlpGIErl',,False,Mon Feb 03 00:40:33 +0000 2020,844,b'1224130519308222465'
4676,Twitter Media Studio,"b'President @realDonaldTrump is presiding over a political movement.\n\nIn real America, we see him making changes that\xe2\x80\xa6 https://t.co/FMEFeIsqGO'",,False,Sat Feb 01 18:28:00 +0000 2020,1262,b'1223674374064001024'
5489,Twitter for iPhone,b'On My Block fans &gt;&gt;&gt;&gt;&gt; \n\nPoint. Blank. Periodt. \n\n2 more days....',,False,Mon Mar 09 16:39:39 +0000 2020,846,b'1237055457400729600'
1989,Twitter Web App,"b'1. The novel #coronavirus #COVID19 is here in the US and circulating in the community. It can feel scary, and the p\xe2\x80\xa6 https://t.co/u2mQ4OGeZ7'",,False,Sat Feb 29 22:03:02 +0000 2020,851,b'1233875348917370881'
116,Twitter for iPhone,b'Excellent meeting with President @BarhamSalih. #NATO is committed to working closely with the Iraqi government to s\xe2\x80\xa6 https://t.co/4H0TrFYyHb',,False,Thu Jan 23 09:42:14 +0000 2020,46,b'1220280569071919104'
1105,TweetDeck,b'It happened in just 19 days. Officially the fastest bear market ever. \n\nhttps://t.co/7zdjJWcPow https://t.co/ShhFjHYYR9',,False,Wed Mar 11 20:02:02 +0000 2020,465,b'1237831166692114435'
15777,Twitter for iPhone,"b'Whatever happens from here, I\xe2\x80\x99ll always be grateful to Bernie for being the only candidate with a policy platform t\xe2\x80\xa6 https://t.co/E6IR7MDCcX'",,False,Wed Mar 04 14:59:51 +0000 2020,2064,b'1235218404317024256'
1064,Twitter for iPhone,b'Say a prayer for Jimmy Garoppolo as he endures what will be some absolutely brutal film sessions from the Super Bow\xe2\x80\xa6 https://t.co/ENCIQtyoAg',,False,Mon Feb 03 20:26:44 +0000 2020,114,b'1224429031824605185'
1287,Twitter Web App,b'so we are told we have fake news  ..i guess now we have a Fake Senate https://t.co/UEm9PrM42O',,False,Sat Feb 01 16:27:23 +0000 2020,122,b'1223644022456979456'
15695,Twitter Web App,"b""New story: @kevinlove has pledged $100,000 to aid displaced arena workers during the NBA's suspension in response t\xe2\x80\xa6 https://t.co/NZJcGs1qwO""",,False,Fri Mar 13 00:37:36 +0000 2020,2301,b'1238262904304041985'
4852,TweetDeck,b'RT if you are over 30 years old and still horny. https://t.co/uSQFMi7ie2',,False,Mon Mar 09 08:10:00 +0000 2020,1413,b'1236927200399470592'
543,TweetDeck,"b""You guys I'm starting to think we shouldn't have elected a game show host who has never in his life shown the sligh\xe2\x80\xa6 https://t.co/tup0H0V6Hs""",,False,Fri Mar 13 20:43:23 +0000 2020,66,b'1238566347874787329'
21623,Twitter for Android,b'What if Trump loses the 2020 election but refuses to leave? He says it was rigged and promotes conspiracy theories\xe2\x80\xa6 https://t.co/GqrLMDcqPp',,False,Thu Jan 30 14:12:55 +0000 2020,3512,b'1222885404413779969'
2966,Twitter for iPhone,"b'Rest in power to the martyr Rachel Corrie, who\xe2\x80\x9417 years ago today\xe2\x80\x94was crushed to death by an Israeli bulldozer as s\xe2\x80\xa6 https://t.co/0XQWe0wwnA'",,False,Tue Mar 10 18:13:19 +0000 2020,1305,b'1237441420614496258'
1046,Hootsuite Inc.,"b'Due to the Coronavirus situation, the Japanese tour is being cancelled &amp; rescheduled. We were really looking forwar\xe2\x80\xa6 https://t.co/p0VXi5DLMt'",,False,Sun Mar 08 03:00:08 +0000 2020,336,b'1236486831136559105'
3090,Twitter for iPhone,"b'When you elect a game show host to do the hardest job in the world, don\xe2\x80\x99t be surprised when he reacts to a crisis w\xe2\x80\xa6 https://t.co/C1lpaVRWgp'",,False,Mon Mar 16 18:12:06 +0000 2020,614,b'1239615441858789376'
2262,Twitter Web App,"b""Since Boris Johnson won the General Election, he's given\n\n\xe2\x80\xa2 NHS contracts to the USA\n\xe2\x80\xa2 NE England Metro contract to\xe2\x80\xa6 https://t.co/hk22NqvDyp""",,False,Tue Jan 28 15:31:29 +0000 2020,1521,b'1222180403810836481'
305,Twitter for Android,b'Happy 17th Birthday #Gnuggit!!! Love you to the moon and back. And back again. \xf0\x9f\x8e\x82\xf0\x9f\x8e\x89\xe2\x9d\xa4\xf0\x9f\x90\xb6\n#dog #dogs #seniordog\xe2\x80\xa6 https://t.co/xc3vkUiLYC',,False,Sun Feb 02 16:37:15 +0000 2020,24,b'1224008890758631425'
3697,Twitter for iPhone,b'Chipotle workers have gone on strike to protest the company making them work while sick as conoravirus spreads. https://t.co/2tG2DudzOT',,False,Fri Mar 06 23:41:52 +0000 2020,1561,b'1236074551311773699'
9794,Twitter for iPhone,"b'Sorry if I botched it, B-ARMY. \xf0\x9f\x99\x88 I had to watch Samba tutorials on YouTube to do this for Hobi. I hope he knows how\xe2\x80\xa6 https://t.co/07auO63e3l'",,False,Sun Feb 02 21:17:12 +0000 2020,2306,b'1224079342017351680'
594,Sprinklr,b'The Lyons are back.\n\nWatch the final ten episodes of #Empire next Tuesday at 9/8c. https://t.co/GJlYBOcbWb',,False,Tue Feb 25 18:29:47 +0000 2020,157,b'1232372134195924992'
3053,Twitter Web App,b'After I opened an investigation into whether Donald Trump meddled in the criminal investigation into Turkish-owned\xe2\x80\xa6 https://t.co/mYPtkWio3V',,False,Tue Jan 28 16:53:04 +0000 2020,2124,b'1222200935159599104'
1562,Twitter Web App,"b'Those with tickets for Broadway performances through April 12, 2020 should contact their point of purchase for refu\xe2\x80\xa6 https://t.co/fWWGQnOu97'",,False,Thu Mar 12 20:16:46 +0000 2020,149,b'1238197263752667138'
6326,Twitter Web Client,b'This whole coronavirus thing has opened my eyes as to just how disposable we are to other people. The utter contemp\xe2\x80\xa6 https://t.co/lrFj79lWaP',,False,Tue Mar 10 10:56:52 +0000 2020,1510,b'1237331583331381248'
530,Twitter Web App,"b'The nerve of Andrew, son of the monarch, refusing to cooperate with FBI and hiring the best lawyer to protect his R\xe2\x80\xa6 https://t.co/hElGuDSGed'",,False,Tue Mar 10 05:59:50 +0000 2020,105,b'1237256833263374336'
2919,Twitter for iPhone,b'So  #Dealornodeal9ja is officially in Nigeria and I would be your host \xf0\x9f\x98\x89 \n\nSo for@those that have been saying I nee\xe2\x80\xa6 https://t.co/aIfwM44YGk',,False,Tue Mar 10 13:13:14 +0000 2020,306,b'1237365900128464897'
780,Twitter for iPhone,"b""INEFFECTIVE WILDLIFE LAWS!!GRAPHIC CONTENT!This is Ahmed Shah hamdani DC Rahim yaar khan's host for illegal hunting\xe2\x80\xa6 https://t.co/kKLmEbWRtr""",,False,Mon Mar 16 06:44:44 +0000 2020,683,b'1239442459693907968'
38794,Twitter for iPhone,b'This little man is already 4 years old. \nHow quick it goes \xf0\x9f\x98\x8d love you my big boy https://t.co/esxFcmFU50',,False,Tue Mar 10 18:32:49 +0000 2020,2047,b'1237446325165264896'
224,Twitter for iPad,b'I think @realDonaldTrump needs a nickname. How ya\xe2\x80\x99ll feel about Donald \xe2\x80\x9cLimprick\xe2\x80\x9d Trump?',,False,Tue Jan 28 18:08:44 +0000 2020,29,b'1222219973499580416'
159881,Twitter for iPhone,b'normal people kissing:\n\n\xe2\x80\xa2sensual\n\xe2\x80\xa2butterflies in ur stomach \n\xe2\x80\xa2ur the only two people in the world\n\npeople with glas\xe2\x80\xa6 https://t.co/LMWbB3rzdO',,False,Mon Mar 02 19:15:31 +0000 2020,23613,b'1234557968529555456'
2700,Twitter Web App,"b'I don\'t ever remember America\'s Greatest Presidents calling themselves ""America\'s Greatest President"".\n\nHere\'s to y\xe2\x80\xa6 https://t.co/NR5zcmHMnO'",,False,Sat Feb 01 17:16:56 +0000 2020,759,b'1223656488956317698'
456,Twitter for iPhone,b'\xe2\x9a\xa0\xef\xb8\x8fA staff member at Aegis Living Marymoor\xe2\x80\x94a senior-care facility in Redmond #Washington\xe2\x80\x94tested positive for\xe2\x80\xa6 https://t.co/YTdtnyZkeA',,False,Sun Mar 08 04:20:53 +0000 2020,340,b'1236507154053574656'
3098,Twitter Web App,"b'In a time of intense partisanship, Republicans &amp; Democrats came together in a matter of days, reached an agreement\xe2\x80\xa6 https://t.co/fdwNFfhzdh'",,False,Fri Mar 06 16:06:49 +0000 2020,671,b'1235960032312913932'
533,Twitter Web App,"b""Happy #WorldBookDay \xf0\x9f\x93\x9aWe're giving away 14 book bundles! To enter: follow @vouchercodesuk, RT the tweet and tell us\xe2\x80\xa6 https://t.co/yy56QK6Wqj""",,False,Thu Mar 05 15:06:22 +0000 2020,770,b'1235582432625086464'
5104,Twitter for iPhone,b'Gwen makes me feel pretty https://t.co/b5miMeYyC8',,False,Wed Feb 26 20:00:15 +0000 2020,249,b'1232757285757345793'
368,Twitter Web App,"b""To celebrate the release of @QuentinBlakeHQ's gorgeous new book #TheWeed, we're giving away a SIGNED copy!\nRT and F\xe2\x80\xa6 https://t.co/kt2Lp1BGxt""",,False,Fri Mar 06 11:23:45 +0000 2020,520,b'1235888796442427392'
4060,Twitter for iPhone,"b""Let's all take a moment today to thank the nation's health care workers who are on the front lines of the #COVID19\xe2\x80\xa6 https://t.co/Qx4ulP6mkV""",,False,Wed Mar 11 15:44:07 +0000 2020,593,b'1237766258717863936'
881,Twitter Web App,"b'@realDonaldTrump @LouDobbs Did you really just call yourself ""America\'s Greatest President""? Have you no shame? No\xe2\x80\xa6 https://t.co/gSP2IrpH2x'",realDonaldTrump,False,Sat Feb 01 13:34:46 +0000 2020,136,b'1223600580372779015'
623,TweetDeck,b'WWE is going to host WrestleMania at the PC.',,False,Mon Mar 16 23:02:25 +0000 2020,97,b'1239688499248447490'
1108,Twitter for iPhone,b'Stop calling him a gunman - he is called a TERRORIST. #JamiaShooting',,False,Fri Jan 31 05:25:15 +0000 2020,251,b'1223115002296463360'
1754,Twitter for iPhone,b'A quick update as we await the vote on a bill to put #FamiliesFirst including: \n\n\xf0\x9f\x8f\xa5Establish FREE coronavirus tests\xe2\x80\xa6 https://t.co/vh5BwiTJ0F',,False,Fri Mar 13 00:17:08 +0000 2020,304,b'1238257753363283970'
6832,Twitter for iPhone,b'I totally respect that Rashida Tlaib backs Bernie. I respect all Bernie voters. I respect every Democrats choice of\xe2\x80\xa6 https://t.co/RM2skWQCHe',,False,Sat Feb 01 04:46:34 +0000 2020,1233,b'1223467654222176256'
795,Twitter for iPhone,"b'An 11 year old arrested for being drunk and disorderly, but not her gang of abusers. \n\nThe handling of this abuse m\xe2\x80\xa6 https://t.co/IbREr9Y4i2'",,False,Mon Mar 09 20:42:29 +0000 2020,299,b'1237116569135742976'
1699,Twitter for Android,b'Sum Agent Stone doodles \xf0\x9f\x92\x95\nI love him and hope we see more of him in the sequel \xf0\x9f\xa5\xba\xf0\x9f\x99\x8f\n#SonicMovie https://t.co/8ztCGEYtr1',,False,Tue Mar 10 19:20:11 +0000 2020,323,b'1237458245247213569'
2631,Twitter for iPhone,b'NYT confirms: Mitch McConnell told a closed-door meeting of Republicans that he did not currently have the votes to\xe2\x80\xa6 https://t.co/TR1ZkmmBbP',,False,Tue Jan 28 23:40:11 +0000 2020,865,b'1222303386646781952'
